,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Day,Month,Year,Hour,Minute,Total Consumption
24578,1.36,0.0,238.14,5.6,5,7,2008,7,26,18.0
24579,5.15,0.062,241.38,21.4,23,12,2009,9,53,57.0
24580,0.444,0.154,242.59,2.0,21,4,2010,15,45,2.0
24581,1.296,0.0,241.13,5.2,25,11,2009,11,3,18.0
24582,0.136,0.0,243.36,0.6,7,8,2007,6,16,0.0
24583,0.392,0.096,241.36,1.6,14,4,2009,6,24,1.0
24584,0.314,0.146,246.18,1.4,23,1,2007,15,40,0.0
24585,0.266,0.0,240.65,1.0,24,7,2008,11,1,1.0
24586,0.386,0.292,243.36,2.0,1,11,2007,5,10,1.0
24587,1.664,0.0,242.99,6.8,30,1,2007,16,59,19.0
24588,1.404,0.096,241.04,5.8,2,4,2007,14,50,18.0
24589,0.23,0.1,239.2,1.0,13,6,2008,3,39,2.0
24590,3.028,0.34,240.29,12.6,20,1,2010,7,39,19.0
24591,0.364,0.146,245.99,1.6,4,8,2008,3,42,1.0
24592,0.238,0.0,248.37,1.0,25,12,2007,5,3,0.0
24593,1.438,0.086,241.99,5.8,27,3,2009,11,10,18.0
24594,2.844,0.08,238.07,11.8,30,3,2009,19,18,38.0
24595,0.41,0.186,243.38,1.8,14,11,2010,3,54,0.0
24596,1.45,0.08,243.09,6.0,15,5,2009,20,37,20.0
24597,0.39,0.054,243.37,1.6,19,8,2009,11,36,3.0
24598,1.8,0.16,242.23,7.4,11,10,2009,7,10,19.0
24599,0.614,0.102,243.69,2.4,17,9,2009,22,27,0.0
24600,0.354,0.1,239.58,1.4,5,5,2009,5,36,1.0
24602,0.212,0.09,236.09,1.0,21,4,2007,17,22,0.0
24603,0.222,0.096,239.18,1.0,16,7,2008,2,47,0.0
24604,0.446,0.162,241.78,2.0,7,7,2008,22,24,2.0
24605,2.214,0.446,238.82,9.6,21,11,2008,16,2,17.0
24606,2.304,0.178,236.15,9.8,13,10,2008,20,58,17.0
24607,0.278,0.074,240.33,1.2,27,10,2007,17,57,0.0
24608,1.206,0.0,238.9,5.0,16,7,2010,9,0,19.0
24609,0.36,0.112,239.93,1.6,14,10,2007,5,20,0.0
24610,0.252,0.0,246.39,1.0,3,6,2010,16,4,1.0
24611,1.128,0.426,241.18,5.0,19,10,2010,17,29,11.0
24612,0.292,0.074,247.97,1.2,2,4,2009,0,45,0.0
24613,3.054,0.16,241.34,12.6,31,12,2008,13,14,39.0
24614,1.44,0.188,239.85,6.0,29,9,2007,10,36,18.0
24615,1.3,0.048,240.31,5.4,2,12,2009,14,2,17.0
24616,0.656,0.064,241.12,2.8,29,1,2009,7,4,0.0
24617,1.722,0.082,239.11,7.2,27,10,2009,20,6,1.0
24618,3.902,0.352,238.53,16.8,10,7,2010,11,49,55.0
24619,0.354,0.19,232.72,1.6,6,4,2007,10,45,0.0
24620,0.322,0.132,242.35,1.4,4,3,2007,14,33,0.0
24621,0.948,0.156,242.38,4.0,28,4,2009,21,2,3.0
24622,0.156,0.0,241.53,0.6,21,9,2008,6,16,0.0
24623,0.214,0.0,240.51,1.0,17,3,2007,4,38,0.0
24624,0.222,0.074,236.1,1.0,30,4,2007,17,34,2.0
24625,0.226,0.0,245.46,1.0,24,12,2007,6,49,0.0
24626,2.376,0.0,238.88,9.8,23,11,2009,7,41,18.0
24627,1.054,0.0,238.8,4.6,26,3,2008,18,53,13.0
24628,1.174,0.14,242.46,5.0,2,7,2007,17,55,0.0
24629,1.338,0.0,237.03,5.6,30,6,2008,10,41,18.0
24630,0.25,0.05,242.18,1.0,16,11,2010,11,40,0.0
24631,1.626,0.198,241.68,6.8,4,12,2008,14,13,21.0
24632,1.078,0.122,243.33,4.4,13,12,2008,13,16,0.0
24633,0.244,0.064,242.91,1.0,10,5,2010,4,42,1.0
24634,3.582,0.202,235.74,15.4,9,9,2007,18,45,47.0
24635,0.314,0.098,238.43,1.4,7,8,2007,0,7,0.0
24636,2.402,0.0,237.04,10.2,19,8,2007,19,55,17.0
24637,0.828,0.05,239.1,3.6,14,9,2008,15,54,1.0
24638,0.31,0.122,241.13,1.4,24,2,2007,15,20,0.0
24639,0.248,0.0,243.6,1.0,24,3,2010,2,11,1.0
24640,0.22,0.0,241.7,1.0,17,10,2007,4,11,0.0
24641,0.254,0.0,243.62,1.0,2,9,2007,0,25,0.0
24642,1.848,0.196,237.61,7.8,23,5,2007,23,21,18.0
24643,0.668,0.202,241.67,3.2,1,1,2009,11,7,2.0
24644,0.494,0.0,242.17,2.0,19,2,2009,14,48,0.0
24645,1.346,0.0,242.8,5.4,15,5,2010,10,15,18.0
24646,0.472,0.0,239.18,2.0,13,6,2010,8,8,0.0
24647,0.208,0.0,250.41,0.8,20,12,2009,3,45,0.0
24648,3.062,0.556,241.56,12.8,24,7,2010,21,14,3.0
24649,1.4,0.054,235.57,5.8,5,8,2007,16,10,17.0
24650,1.31,0.064,238.81,5.4,20,6,2010,14,47,18.0
24651,0.43,0.252,242.66,2.0,3,6,2007,16,13,1.0
24652,0.27,0.094,244.12,1.2,6,9,2007,1,10,0.0
24653,1.486,0.194,241.92,6.2,2,12,2007,15,13,18.0
24654,0.29,0.082,241.52,1.2,3,7,2007,2,40,2.0
24655,0.344,0.112,241.46,1.4,21,6,2009,0,15,1.0
24656,0.392,0.182,246.33,1.6,2,7,2010,23,44,2.0
24657,0.368,0.128,239.1,1.6,9,9,2007,8,11,2.0
24658,1.278,0.046,239.85,5.2,19,11,2007,12,17,18.0
24659,0.13,0.0,239.52,0.6,7,10,2007,15,11,0.0
24660,0.232,0.048,241.55,1.0,11,6,2008,4,18,1.0
24661,1.288,0.054,242.3,5.2,20,9,2010,8,43,18.0
24662,0.256,0.0,244.01,1.2,12,7,2009,3,49,1.0
24663,0.3,0.108,241.88,1.2,30,10,2007,17,27,0.0
24664,3.592,0.22,235.56,15.2,24,12,2006,9,44,18.0
24665,0.132,0.0,242.38,0.6,7,12,2007,12,42,0.0
24666,2.236,0.082,242.39,9.2,18,10,2010,20,30,22.0
24667,3.63,0.23,235.4,16.0,14,9,2008,12,20,49.0
24668,1.374,0.198,240.33,5.8,24,9,2008,20,29,2.0
24669,1.706,0.176,244.82,7.0,4,10,2009,22,43,19.0
24670,3.708,0.174,238.41,15.6,24,11,2008,8,15,18.0
24671,0.33,0.084,240.8,1.4,9,8,2010,15,8,1.0
24672,1.944,0.096,239.89,8.0,21,5,2009,13,38,29.0
24673,1.326,0.096,238.33,5.6,9,9,2008,13,26,18.0
24674,1.498,0.162,243.87,6.2,12,9,2009,15,34,18.0
24675,0.322,0.104,244.11,1.4,20,11,2007,4,49,0.0
24676,0.296,0.0,249.02,1.2,2,6,2009,2,34,0.0
24677,0.644,0.068,243.09,2.6,19,10,2008,8,36,1.0
24678,1.466,0.072,248.44,5.8,21,12,2009,22,45,0.0
24679,2.044,0.594,236.7,9.0,7,1,2010,17,6,13.0
24680,0.224,0.1,241.07,1.0,22,7,2009,13,48,0.0
24681,1.562,0.0,238.23,6.4,24,2,2009,13,0,18.0
24682,0.328,0.0,248.27,1.4,27,1,2009,2,37,0.0
24683,0.184,0.11,243.98,0.8,31,8,2007,15,24,0.0
24684,1.514,0.05,241.4,6.2,19,5,2010,8,36,18.0
24685,0.136,0.0,235.8,0.6,8,6,2007,20,15,0.0
24686,1.126,0.328,242.52,4.8,19,3,2010,3,34,11.0
24687,0.162,0.0,243.64,0.6,28,6,2009,6,33,1.0
24688,0.462,0.182,241.66,2.0,27,1,2009,18,29,1.0
24689,0.478,0.296,236.65,2.4,6,3,2007,16,32,1.0
24690,0.24,0.09,238.58,1.2,24,6,2008,21,55,1.0
24691,1.756,0.108,242.87,7.2,2,10,2009,14,13,18.0
24692,0.726,0.0,245.24,3.0,23,2,2009,16,48,0.0
24693,0.496,0.098,238.63,2.0,9,11,2009,6,38,1.0
24694,2.438,0.126,237.91,10.2,13,10,2008,21,31,20.0
24695,0.67,0.086,240.83,2.8,28,9,2008,1,39,4.0
24696,2.18,0.0,240.25,9.0,27,4,2009,19,56,0.0
24697,1.708,0.082,242.86,7.0,1,3,2010,21,33,6.0
24698,0.376,0.046,239.88,1.6,11,8,2010,15,47,1.0
24699,1.554,0.162,239.33,6.4,25,7,2009,8,20,18.0
24700,0.264,0.192,240.97,1.4,14,7,2007,4,34,1.0
24701,0.44,0.184,243.97,2.0,12,5,2008,6,23,0.0
24702,0.84,0.242,243.04,3.6,16,3,2010,6,24,1.0
24703,2.104,0.0,244.43,8.6,26,12,2007,16,31,19.0
24704,0.568,0.188,239.99,2.4,23,5,2010,18,3,1.0
24705,1.284,0.048,229.68,5.6,27,5,2009,8,31,18.0
24706,0.376,0.092,242.3,1.6,15,5,2009,0,53,1.0
24707,0.324,0.1,243.31,1.4,19,10,2009,13,19,1.0
24708,0.368,0.13,242.9,1.6,19,12,2006,3,40,1.0
24709,1.4,0.084,239.53,5.8,21,4,2010,8,31,18.0
24710,1.908,0.05,240.26,7.8,2,5,2008,12,33,18.0
24711,3.066,0.132,242.23,12.6,2,11,2007,8,2,0.0
24712,0.1,0.0,235.47,0.4,8,7,2007,5,54,0.0
24713,0.38,0.046,239.2,1.8,12,11,2007,13,7,0.0
24714,0.206,0.0,236.95,0.8,26,2,2008,11,44,0.0
24715,0.298,0.122,243.46,1.4,16,9,2009,16,57,0.0
24716,1.42,0.0,246.06,5.8,25,1,2007,23,35,19.0
24717,0.338,0.224,239.64,1.6,14,5,2008,13,24,1.0
24718,0.448,0.118,242.58,2.0,17,4,2008,19,24,1.0
24719,0.562,0.0,245.76,2.6,23,1,2007,0,52,0.0
24720,0.326,0.242,241.16,1.6,8,12,2010,12,1,3.0
24721,0.852,0.174,235.31,3.6,25,5,2009,20,31,1.0
24722,1.942,0.068,237.63,8.2,1,8,2008,20,10,0.0
24723,4.784,0.084,238.32,20.0,12,1,2008,20,41,55.0
24724,2.69,0.628,238.79,11.6,26,9,2008,12,26,20.0
24725,2.758,0.112,236.16,11.6,16,4,2009,22,4,20.0
24726,1.5,0.086,241.89,6.2,4,5,2009,18,11,17.0
24727,0.324,0.236,239.71,1.6,31,7,2010,7,59,3.0
24728,1.604,0.15,241.96,6.6,12,7,2008,23,57,19.0
24729,0.738,0.248,243.17,3.2,13,6,2008,23,21,2.0
24730,1.178,0.574,243.76,5.6,25,11,2009,15,35,11.0
24731,1.308,0.068,239.87,5.4,8,3,2010,5,6,19.0
24732,3.254,0.344,236.39,13.8,19,8,2007,21,39,17.0
24733,0.95,0.32,240.1,4.2,18,7,2010,13,36,12.0
24734,0.258,0.126,240.63,1.2,13,5,2008,14,19,1.0
24735,1.224,0.082,238.94,5.0,29,5,2009,21,55,2.0
24736,2.582,0.082,240.09,10.6,5,5,2009,21,37,19.0
24737,0.174,0.0,241.88,0.8,19,7,2008,21,0,0.0
24738,0.482,0.346,242.25,2.4,20,6,2009,19,20,3.0
24739,0.566,0.0,243.66,2.2,20,2,2008,13,29,0.0
24740,1.444,0.356,240.27,6.2,15,8,2009,20,58,20.0
24741,1.512,0.072,241.67,6.2,23,2,2010,10,4,20.0
24742,1.41,0.168,237.64,6.0,24,9,2010,10,54,18.0
24743,0.204,0.0,246.44,0.8,21,12,2009,3,26,0.0
24744,0.526,0.162,240.66,2.4,7,12,2010,15,0,1.0
24745,1.658,0.066,241.95,6.8,22,5,2010,14,13,20.0
24746,0.222,0.122,238.22,1.0,13,7,2009,14,3,0.0
24747,0.112,0.0,241.87,0.4,21,8,2007,6,9,0.0
24748,1.256,0.0,237.48,5.2,1,8,2007,10,17,17.0
24749,1.824,0.0,236.48,7.6,11,4,2007,20,9,18.0
24750,2.224,0.224,241.1,9.2,13,1,2007,16,39,18.0
24751,1.3,0.0,242.04,5.4,1,11,2007,8,54,18.0
24752,1.396,0.24,241.76,5.8,20,8,2009,9,23,19.0
24753,0.322,0.096,243.71,1.4,24,11,2010,2,45,0.0
24755,0.254,0.0,244.37,1.0,29,1,2007,0,9,0.0
24756,0.226,0.0,244.2,1.0,20,10,2007,5,46,0.0
24757,1.11,0.0,239.75,4.6,14,3,2010,18,54,1.0
24758,0.42,0.348,242.15,2.2,23,6,2010,20,30,3.0
24759,1.184,0.39,241.39,6.8,7,11,2009,7,29,2.0
24760,0.226,0.0,243.19,1.0,2,7,2008,5,10,0.0
24761,1.418,0.116,242.21,5.8,12,6,2009,1,4,19.0
24762,0.48,0.304,237.24,2.4,16,5,2007,15,41,2.0
24763,3.236,0.184,239.66,13.4,3,12,2007,21,40,37.0
24764,0.25,0.122,241.81,1.2,25,9,2008,18,41,1.0
24765,0.328,0.116,242.15,1.4,27,3,2007,16,26,0.0
24766,0.174,0.0,239.41,0.8,15,9,2007,2,3,0.0
24767,0.538,0.0,235.42,2.4,21,7,2008,12,18,0.0
24768,1.302,0.0,240.36,5.4,19,3,2010,9,4,18.0
24769,0.378,0.248,241.85,1.8,21,1,2007,7,39,1.0
24770,0.244,0.0,240.56,1.0,30,8,2009,0,53,1.0
24771,1.49,0.088,239.42,6.2,1,6,2008,13,48,19.0
24772,0.442,0.25,246.64,2.0,3,5,2010,17,52,1.0
24773,0.216,0.068,244.77,1.0,18,1,2009,7,34,0.0
24774,0.162,0.058,242.73,0.8,9,6,2010,5,3,1.0
24775,1.85,0.158,237.45,7.8,23,9,2008,22,0,18.0
24776,1.52,0.0,238.61,6.4,11,10,2007,12,18,17.0
24777,5.644,0.252,233.9,24.0,21,11,2009,17,42,55.0
24778,1.294,0.0,240.59,5.4,28,6,2007,21,25,18.0
24779,0.402,0.188,241.68,1.8,25,3,2008,0,45,0.0
24780,2.094,0.12,241.21,8.6,16,5,2010,0,0,1.0
24781,1.336,0.052,242.46,5.4,5,10,2010,23,39,19.0
24782,1.586,0.052,240.56,6.6,2,2,2008,11,57,17.0
24783,0.326,0.05,242.12,1.4,13,3,2008,16,54,0.0
24784,3.778,0.18,238.11,15.8,2,3,2007,0,19,18.0
24785,0.402,0.09,240.99,1.8,9,9,2010,18,8,3.0
24786,1.398,0.116,239.19,5.8,6,10,2009,6,0,18.0
24787,0.396,0.052,246.06,1.6,19,10,2010,14,49,0.0
24788,0.498,0.356,243.45,2.4,31,12,2009,5,7,2.0
24789,2.322,0.088,239.47,9.6,16,11,2008,1,19,0.0
24790,3.392,0.148,238.11,14.2,3,11,2009,7,53,18.0
24791,2.894,0.062,239.48,12.0,2,6,2009,18,33,17.0
24793,1.55,0.0,240.64,6.4,12,12,2007,10,14,18.0
24794,1.182,0.058,242.21,4.8,5,7,2010,23,47,1.0
24795,0.278,0.19,236.65,1.4,19,9,2007,10,7,0.0
24796,1.402,0.144,237.67,5.8,10,4,2007,9,6,19.0
24797,0.178,0.158,243.33,0.8,23,8,2008,1,43,1.0
24798,1.89,0.358,232.12,8.2,13,5,2007,19,17,18.0
24799,0.268,0.054,250.04,1.2,1,8,2009,5,25,0.0
24800,0.134,0.0,241.8,0.6,9,7,2009,5,48,1.0
24801,0.218,0.138,246.38,1.0,8,2,2009,0,6,1.0
24802,0.286,0.074,242.84,1.2,22,2,2009,13,57,2.0
24803,6.958,0.188,233.62,29.8,23,3,2008,20,31,90.0
24804,2.092,0.064,241.51,8.6,1,3,2008,11,25,18.0
24805,0.248,0.0,241.24,1.0,10,8,2007,3,3,0.0
24806,0.258,0.0,243.6,1.0,23,4,2008,3,52,0.0
24807,1.528,0.19,243.47,6.2,2,11,2010,9,1,18.0
24808,2.87,0.39,238.16,12.0,27,12,2009,18,29,18.0
24809,1.392,0.05,238.3,5.8,23,11,2010,11,53,18.0
24810,1.638,0.0,241.99,6.8,11,4,2009,14,6,20.0
24811,0.344,0.0,244.71,1.6,13,6,2010,15,30,1.0
24812,0.422,0.232,243.14,2.0,17,10,2010,13,43,2.0
24813,0.22,0.142,243.82,1.0,22,6,2007,22,35,0.0
24814,1.128,0.0,238.24,4.8,19,10,2008,21,22,0.0
24815,0.258,0.0,241.53,1.0,25,11,2009,1,35,1.0
24816,0.686,0.0,246.11,2.8,13,2,2007,14,50,0.0
24817,4.918,0.788,242.47,20.6,26,12,2006,16,15,18.0
24818,0.282,0.206,241.12,1.4,19,9,2007,5,58,0.0
24819,1.36,0.046,235.82,5.8,20,5,2007,13,18,17.0
24820,1.656,0.206,240.06,7.0,5,8,2008,13,12,18.0
24821,0.282,0.122,242.9,1.2,17,9,2009,14,36,1.0
24822,0.142,0.0,235.37,0.6,8,11,2007,4,37,1.0
24823,0.21,0.052,243.77,0.8,13,12,2008,5,26,0.0
24824,0.3,0.0,243.48,1.2,19,10,2009,6,8,0.0
24825,0.11,0.0,240.58,0.6,9,7,2007,2,22,0.0
24826,0.194,0.072,233.41,0.8,27,7,2007,10,26,0.0
24827,0.504,0.0,237.47,2.0,18,7,2008,10,15,1.0
24828,1.04,0.102,247.55,4.2,1,10,2008,15,54,0.0
24829,1.636,0.088,238.08,6.8,23,3,2010,8,50,20.0
24830,3.65,0.098,239.12,15.2,13,1,2008,0,47,18.0
24831,0.246,0.132,242.94,1.2,24,6,2007,8,34,0.0
24832,1.426,0.08,239.39,6.0,22,4,2010,20,44,1.0
24833,0.176,0.094,240.14,0.8,21,6,2007,5,8,1.0
24834,1.796,0.286,237.84,7.6,25,6,2007,21,15,18.0
24835,2.876,0.178,236.63,12.2,11,11,2008,11,39,19.0
24836,1.236,0.082,239.59,5.0,6,11,2007,8,3,17.0
24837,1.828,0.334,240.7,7.6,30,8,2009,12,1,21.0
24838,0.444,0.222,245.61,2.0,1,2,2008,0,33,1.0
24839,1.612,0.0,243.75,6.6,2,11,2009,7,58,19.0
24840,1.394,0.198,240.33,5.8,14,6,2008,15,46,19.0
24841,0.25,0.0,244.33,1.0,28,3,2007,18,7,0.0
24842,1.162,0.362,242.01,5.0,6,7,2010,13,20,12.0
24843,0.456,0.256,245.38,2.0,14,4,2008,0,2,1.0
24844,0.968,0.314,242.88,4.2,27,7,2009,1,43,14.0
24845,0.296,0.076,246.69,1.2,21,3,2008,3,6,0.0
24846,0.656,0.318,239.34,3.0,7,2,2010,1,10,3.0
24847,0.104,0.0,238.55,0.4,30,7,2007,0,2,0.0
24848,1.676,0.22,238.4,7.0,9,2,2007,15,16,19.0
24849,4.562,0.294,235.37,19.4,7,12,2008,15,23,63.0
24850,0.338,0.078,239.23,1.4,5,10,2008,3,41,3.0
24851,1.448,0.134,240.62,6.0,17,10,2008,22,17,1.0
24852,0.198,0.058,237.21,0.8,27,10,2008,8,20,0.0
24853,0.316,0.172,242.91,1.4,13,5,2008,1,20,1.0
24854,2.084,0.416,232.56,9.0,25,5,2007,19,31,1.0
24855,0.398,0.358,240.88,2.2,14,5,2008,11,58,2.0
24856,1.372,0.0,242.47,5.6,26,10,2008,6,10,18.0
24857,0.406,0.268,243.34,2.0,14,5,2008,16,27,1.0
24858,0.94,0.236,242.79,4.0,18,3,2010,15,54,1.0
24859,2.718,0.0,239.35,11.2,11,9,2009,20,29,20.0
24860,0.498,0.198,244.39,2.2,3,4,2009,16,41,0.0
24861,0.94,0.19,242.42,4.0,16,7,2010,23,33,1.0
24862,0.272,0.0,245.73,1.2,1,8,2009,16,1,0.0
24863,1.154,0.354,239.03,5.0,7,1,2010,15,35,0.0
24864,1.49,0.198,240.07,6.2,4,9,2010,10,4,20.0
24865,0.852,0.144,242.76,3.8,6,10,2009,15,52,8.0
24866,1.592,0.174,240.42,6.6,15,10,2010,13,54,19.0
24867,0.182,0.0,242.37,0.8,23,9,2008,1,50,0.0
24868,0.316,0.084,237.34,1.4,26,5,2009,2,35,1.0
24869,3.056,0.124,237.22,12.8,25,3,2007,21,18,22.0
24870,2.254,0.254,240.98,9.4,30,8,2009,11,46,19.0
24871,0.346,0.062,245.9,1.4,12,7,2008,5,30,0.0
24872,0.386,0.22,240.89,1.8,4,9,2007,6,59,0.0
24873,1.584,0.198,242.07,6.6,14,5,2009,7,31,18.0
24874,1.568,0.18,240.7,6.4,26,4,2009,11,8,19.0
24875,1.364,0.1,236.96,5.6,6,7,2008,21,2,18.0
24876,0.858,0.11,239.52,3.6,26,11,2009,19,16,1.0
24877,1.45,0.15,242.5,6.0,27,3,2009,18,21,0.0
24878,0.394,0.226,243.98,1.8,3,6,2007,0,56,1.0
24879,0.336,0.074,236.49,1.4,29,5,2007,4,48,0.0
24880,2.006,0.402,233.64,9.0,6,3,2008,20,48,12.0
24881,1.566,0.084,247.42,6.2,29,1,2010,16,50,19.0
24882,1.264,0.0,237.85,5.2,2,11,2008,9,26,18.0
24883,1.116,0.15,239.98,4.6,19,11,2009,21,37,2.0
24884,0.326,0.0,243.31,1.6,14,5,2009,1,11,2.0
24885,1.636,0.106,245.93,6.6,1,12,2010,14,37,21.0
24886,1.35,0.0,244.75,5.4,21,1,2010,11,22,19.0
24887,1.368,0.0,240.21,5.6,2,8,2007,8,17,18.0
24888,0.316,0.0,247.75,1.2,19,1,2010,23,19,1.0
24889,1.958,0.0,240.16,8.0,24,2,2007,8,12,18.0
24890,0.212,0.106,243.1,1.0,23,8,2009,15,58,1.0
24891,0.476,0.142,245.88,2.0,4,8,2009,17,59,1.0
24892,0.766,0.218,246.76,3.2,17,12,2009,17,38,2.0
24893,0.296,0.1,242.65,1.2,24,2,2007,2,22,0.0
24894,1.342,0.0,241.59,5.4,20,4,2009,6,3,19.0
24895,0.246,0.086,238.57,1.0,17,9,2010,10,28,0.0
24896,0.346,0.092,241.8,1.4,22,4,2008,13,3,0.0
24897,0.638,0.0,244.69,2.6,1,7,2010,17,38,1.0
24898,0.292,0.048,241.66,1.4,18,7,2009,10,9,1.0
24899,0.27,0.126,242.61,1.2,8,7,2010,12,57,1.0
24900,0.398,0.384,243.17,2.2,26,8,2009,18,10,2.0
24901,0.708,0.256,241.41,3.0,10,4,2009,16,45,1.0
24902,0.398,0.146,244.45,1.6,26,4,2009,3,10,1.0
24903,0.292,0.226,242.38,1.4,8,1,2008,23,33,3.0
24904,0.774,0.124,241.79,3.6,3,2,2009,13,20,0.0
24905,1.4,0.234,237.21,6.0,23,9,2008,9,9,20.0
24906,1.668,0.052,234.7,7.0,10,6,2007,20,24,18.0
24907,0.222,0.0,245.09,1.0,2,11,2009,1,7,0.0
24908,1.374,0.136,240.5,5.8,18,1,2009,10,56,0.0
24909,1.322,0.194,232.72,5.6,6,3,2008,10,30,17.0
24910,1.446,0.074,245.52,5.8,12,10,2008,14,41,18.0
24911,0.804,0.09,239.64,3.4,23,2,2009,18,19,0.0
24912,2.09,0.26,237.48,8.8,29,9,2010,11,15,29.0
24913,0.254,0.07,241.58,1.0,6,7,2010,23,58,1.0
24914,0.204,0.0,234.43,0.8,26,2,2008,19,17,0.0
24915,0.33,0.26,238.93,1.6,27,8,2009,9,4,2.0
24916,0.546,0.19,241.65,2.4,10,4,2009,17,52,1.0
24917,0.372,0.1,240.67,1.6,13,11,2007,11,50,0.0
24918,0.318,0.132,243.95,1.4,6,2,2009,0,51,1.0
24919,0.508,0.0,239.31,2.0,18,7,2008,11,38,1.0
24920,0.674,0.124,242.62,3.2,8,3,2010,8,31,9.0
24921,0.486,0.0,241.6,2.0,3,5,2010,0,30,1.0
24922,0.306,0.128,240.75,1.4,1,12,2007,1,45,0.0
24923,0.292,0.0,243.84,1.4,24,3,2009,1,32,0.0
24924,1.276,0.0,241.47,5.2,24,6,2010,4,4,19.0
24925,0.344,0.078,239.76,1.4,1,6,2008,23,30,0.0
24926,0.226,0.0,238.76,1.0,16,3,2009,19,3,0.0
24927,0.344,0.116,240.07,1.6,21,2,2007,5,11,0.0
24928,0.244,0.0,241.29,1.0,2,6,2007,2,21,1.0
24929,0.328,0.11,240.09,1.4,16,3,2007,10,37,0.0
24930,0.322,0.244,242.56,1.6,14,8,2009,0,41,1.0
24931,1.208,0.0,240.36,5.0,28,9,2007,21,16,0.0
24932,0.422,0.212,240.31,1.8,20,5,2009,2,39,2.0
24933,0.516,0.0,236.61,2.2,5,4,2010,17,27,0.0
24934,0.54,0.196,243.47,2.4,10,3,2009,22,39,1.0
24935,1.386,0.05,240.35,5.6,16,10,2009,6,16,18.0
24936,1.55,0.072,241.04,6.4,4,10,2009,17,45,20.0
24937,0.216,0.0,240.24,0.8,27,10,2009,18,52,1.0
24938,1.18,0.098,239.54,4.8,2,7,2008,19,17,0.0
24939,1.35,0.074,239.64,5.6,21,11,2008,15,21,17.0
24940,0.296,0.214,240.47,1.4,17,8,2009,20,54,2.0
24941,1.942,0.196,242.6,8.0,22,3,2008,22,25,18.0
24942,0.228,0.1,242.32,1.0,22,6,2009,0,49,0.0
24943,0.25,0.118,240.35,1.2,8,4,2010,18,0,1.0
24944,1.464,0.324,237.3,6.2,27,6,2010,18,9,19.0
24945,0.208,0.106,241.54,1.0,8,2,2009,1,9,1.0
24946,0.434,0.108,239.95,2.0,31,7,2008,9,3,0.0
24947,2.044,0.078,240.17,8.6,23,11,2007,21,59,2.0
24948,1.398,0.098,245.94,5.6,29,12,2007,6,30,0.0
24949,0.334,0.066,232.61,1.6,27,5,2009,17,42,1.0
24950,1.566,0.134,241.99,6.4,2,8,2010,23,10,18.0
24951,0.22,0.066,240.07,1.0,22,9,2010,2,4,2.0
24952,2.372,0.094,239.17,9.8,4,8,2007,2,7,0.0
24953,0.19,0.098,242.29,0.8,6,10,2007,5,47,0.0
24954,1.278,0.158,241.11,5.2,16,7,2010,0,19,13.0
24955,5.006,0.342,241.73,20.8,12,2,2007,14,46,77.0
24956,0.954,0.198,242.41,4.0,4,5,2010,19,55,3.0
24957,0.358,0.0,241.71,1.8,23,1,2008,0,27,0.0
24958,1.284,0.0,242.38,5.2,7,3,2009,18,31,19.0
24960,0.492,0.202,240.33,2.2,3,7,2009,11,59,1.0
24961,1.728,0.048,240.11,7.2,17,8,2010,1,8,18.0
24962,0.466,0.088,243.23,2.4,13,9,2010,16,0,4.0
24963,0.918,0.218,235.05,4.0,19,5,2007,10,2,1.0
24964,1.996,0.16,241.4,8.2,16,2,2010,14,0,18.0
24965,2.45,0.0,242.96,10.0,13,1,2008,2,33,19.0
24966,0.218,0.0,243.73,1.0,20,3,2009,4,23,0.0
24967,1.628,0.0,241.8,6.8,3,9,2009,12,44,18.0
24968,4.814,0.35,239.97,20.0,30,12,2006,16,25,54.0
24969,0.202,0.082,234.38,1.0,23,4,2007,18,6,0.0
24970,0.308,0.074,241.4,1.2,25,12,2008,7,17,0.0
24971,1.46,0.196,241.22,6.0,4,5,2008,0,40,19.0
24972,0.374,0.106,244.02,1.6,19,5,2010,13,13,0.0
24973,0.08,0.0,239.83,0.2,25,8,2008,14,0,1.0
24974,0.252,0.0,236.75,1.0,6,8,2007,5,57,0.0
24975,0.228,0.0,245.89,0.8,20,11,2009,13,55,0.0
24976,0.706,0.352,241.5,3.4,26,5,2010,13,29,6.0
24977,2.728,0.0,242.5,11.2,1,7,2010,20,59,21.0
24978,1.652,0.0,234.89,7.0,27,7,2007,22,3,1.0
24979,0.25,0.0,240.61,1.0,25,4,2008,1,50,1.0
24980,0.248,0.0,240.34,1.0,10,10,2008,1,7,1.0
24981,0.184,0.098,242.14,0.8,21,9,2007,15,12,1.0
24982,0.25,0.156,242.33,1.2,7,5,2007,3,40,0.0
24983,0.12,0.0,237.76,0.6,14,9,2007,11,39,0.0
24984,1.668,0.0,240.2,6.8,11,5,2009,19,14,1.0
24985,0.23,0.064,242.55,1.0,19,6,2009,1,22,1.0
24986,0.11,0.0,239.96,0.6,9,7,2007,2,14,0.0
24987,1.606,0.05,241.77,6.6,28,8,2010,12,11,18.0
24988,0.258,0.0,244.87,1.0,21,4,2008,16,8,1.0
24989,1.93,0.092,237.47,8.2,28,1,2008,7,26,18.0
24990,1.604,0.336,239.49,6.8,9,6,2008,18,38,20.0
24991,0.218,0.0,242.28,1.0,24,11,2010,1,20,0.0
